"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"1256","Social distancing","Small gathering cancellation","Limit up to 20 persons",""
"1257","Risk communication","Call for return of nationals living abroad","Governmental support provided",""
"1259","Case identification, contact tracing and related measures","Quarantine","All incomings","Extension"
"1260","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel advisory to travelers visiting China"
"1262","Healthcare and public health capacity","Activate notification of cases","Covid-19 as a notifiable disease","Guidance for sample Collection, Packaging and Transportation for Novel Coronavirus"
"1263","Environmental measures","Environmental cleaning and disinfection","Guidelines for Infection Prevention and Control in Healthcare Facilities",""
"1265","Social distancing","Return operation of nationals living in Hubei","Quarantine",""
"1266","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Indian travelers are hereby advised to refrain from travelling to China"
"1267","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","China"
"1268","Travel restriction","Airport restriction","Denial entry of any foreign national from China","Existing visas (including eVisa already issued) are no longer valid for any foreign national travelling from China."
"1269","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Indian citizens are further advised to refrain from non-essential travel to Singapore, Republic of Korea, Iran, Italy"
"1271","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Indian citizens are advised to refrain from travel to COVID-19 affected Countries (China, Republic of Korea, Islamic Republic of Iran, Italy and Japan)"
"1273","Travel restriction","Airport restriction","Denial entry of any foreign national from China and other risk areas","Existing visas (including eVisa already issued) are no longer valid for any foreign national travelling from China, Republic of Korea, Islamic Republic of Iran, Italy and Japan"
"1274","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","Italy, Iran, South Korea, and Japan"
