Country,iso3c,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Comment,Source
Kuwait,KWT,Kuwait,05/03/2020,Risk communication,Educate and actively communicate with the public,Answer to questions,provide telephone hotlines covid-19,for Kuwaities  in Holland,https://www.kuna.net.kw/ArticleDetails.aspx?id=2874350&Language=en
Kuwait,KWT,Kuwait,22/03/2020,Risk communication,Educate and actively communicate with the public,Answer to questions,provide telephone hotlines covid-19,for Kuwaities in Romania,https://www.kuna.net.kw/ArticleDetails.aspx?id=2880623&Language=en
Kuwait,KWT,Kuwait,13/03/2020,Risk communication,Encourage self-initiated quarantine,,,,kuna.net.kw/ArticleDetails.aspx?id=2877883&Language=en
Kuwait,KWT,Kuwait,02/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Healthcare equipement,Importation masks,3.6 million masks for healthcare professionals,https://www.kuna.net.kw/ArticleDetails.aspx?id=2871693&Language=en
Kuwait,KWT,Kuwait,15/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Healthcare equipement,"Increase number of PPE for healthcare, only masks",imported 1.5 mil masks,https://www.kuna.net.kw/ArticleDetails.aspx?id=2879209&Language=en
Kuwait,KWT,Kuwait,01/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Increased production of masks,,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2871509&Language=en
Kuwait,KWT,Kuwait,22/03/2020,Healthcare and public health capacity,Enhance laboratory testing,Increase testing capacity (number tests),,400000 test instuments imported,https://www.kuna.net.kw/ArticleDetails.aspx?id=2879288&Language=en
Kuwait,KWT,Kuwait,26/02/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment,Airplains,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2868869
Kuwait,KWT,Kuwait,09/03/2020,Social distancing,Mass gathering cancellation,Cultural events,"theatres, cinemas, concerts, etc.",exact day of application not announced,https://www.kuna.net.kw/ArticleDetails.aspx?id=2875054&Language=en
Kuwait,KWT,Kuwait,01/03/2020,Social distancing,Mass gathering cancellation,Sport events,,1st Gulf women futsal championship postponed,https://www.kuna.net.kw/ArticleDetails.aspx?id=2871585&Language=en#
Kuwait,KWT,Kuwait,09/03/2020,Social distancing,Mass gathering cancellation,Sport events,,exact day of application not announced,https://www.kuna.net.kw/ArticleDetails.aspx?id=2875093&Language=en
Kuwait,KWT,Kuwait,29/02/2020,Social distancing,Measures for special populations,Long-term care facilities,,Institutes of children with disabilites,https://www.kuna.net.kw/ArticleDetails.aspx?id=2871384&Language=en
Kuwait,KWT,Kuwait,08/03/2020,Social distancing,Quarantine,All workers who have been in quarantine should not come back to work,,date of announcement/ workers who have been in quarantine are not to come back to work after,https://www.kuna.net.kw/ArticleDetails.aspx?id=2874790&Language=en
Kuwait,KWT,Kuwait,24/02/2020,"Case identification, contact tracing and related measures",Quarantine,People who travelled to China or high-risk areas,,All people coming from Iran,https://www.kuna.net.kw/ArticleDetails.aspx?id=2864468
Kuwait,KWT,Kuwait,17/03/2020,"Case identification, contact tracing and related measures",Quarantine,People who travelled to China or high-risk areas,"US, UK, Germany, spain, france","mandatory 14 days quarantine for all coming from US, UK, Germany, spain, france",https://www.kuna.net.kw/ArticleDetails.aspx?id=2879689&Language=en
Kuwait,KWT,Kuwait,24/02/2020,"Case identification, contact tracing and related measures",Research and test of suspected cases,,,first 3 cases detected,https://www.kuna.net.kw/ArticleDetails.aspx?id=2864376
Kuwait,KWT,Kuwait,22/02/2020,Social distancing,Return operation of nationals living in regions at risk,Iran,,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2864468
Kuwait,KWT,Kuwait,28/02/2020,Social distancing,Return operation of nationals living in regions at risk,Italy,,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2871213&Language=en
Kuwait,KWT,Kuwait,12/03/2020,Social distancing,Return operation of nationals living in regions at risk,UK,,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2876517&Language=en
Kuwait,KWT,Kuwait,14/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential shops,,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2879084&Language=en
Kuwait,KWT,Kuwait,12/03/2020,Social distancing,Small gathering cancellation,Mandatory home office,Only Govermental Institutions,,https://www.kuna.net.kw/ArticleDetails.aspx?id=2876449&Language=en
Liechtenstein,LIE,Liechtenstein,13/03/2020,Risk communication,Call for return of nationals living abroad,,,,https://www.regierung.li/media/attachments/117-corona-ausbreitung-verhindern-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,10/03/2020,Healthcare and public health capacity,Case management,Implement triage procedures,,Pre-selection in containers in front of hospitals,https://www.regierung.li/media/attachments/110-corona-0310.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,09/03/2020,Healthcare and public health capacity,Case management,Prioritize care,,Isolation in hospital of persons with symptoms only,https://www.regierung.li/media/attachments/106-coronavirus-anpassung-massnahmen.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,16/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,"Complete closure of universities, research institutions",,https://www.regierung.li/media/attachments/115-corona-schliessung-bildungseinrichtungen-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,20/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,Complete closure of primary and secondary schools,,https://www.regierung.li/media/attachments/115-corona-schliessung-bildungseinrichtungen-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,20/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,"Complete closure of universities, research institutions",,https://www.regierung.li/media/attachments/115-corona-schliessung-bildungseinrichtungen-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,16/03/2020,Social distancing,Closure of educational institutions,Partial closure of educational institutions,Partial closure of kindergardens,Urgent cases only: no other option for childcare,https://www.regierung.li/media/attachments/115-corona-schliessung-bildungseinrichtungen-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,16/03/2020,Social distancing,Closure of educational institutions,Partial closure of educational institutions,Partial closure of primary and secondary schools,Urgent cases only: no other option for childcare,https://www.regierung.li/media/attachments/115-corona-schliessung-bildungseinrichtungen-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,13/03/2020,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,,Short-time work / reduced working hours,https://www.regierung.li/media/attachments/117-corona-ausbreitung-verhindern-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,16/03/2020,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,,adopted on 19.03.2020,https://www.regierung.li/media/attachments/132-massnahmenpaket-wirtschaft-corona.pdf?t=637202934750881930
Liechtenstein,LIE,Liechtenstein,26/02/2020,Risk communication,Educate and actively communicate with the public,Activate communication to the public,,"""LIE is prepared for Coronavirus""","https://www.vaterland.li/liechtenstein/vermischtes/moeglich-dass-in-liechtenstein-faelle-auftreten,art171,412646"
Liechtenstein,LIE,Liechtenstein,18/03/2020,Risk communication,Educate and actively communicate with the public,Answer to questions,provide telephone hotlines covid-19,,https://www.regierung.li/media/attachments/131-corona-hotline-0318.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,02/03/2020,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene,,,https://www.regierung.li/media/attachments/87-neue-verhaltensregeln.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,06/03/2020,Risk communication,Educate and actively communicate with the public,Enhance communication to the public,,,https://www.regierung.li/media/attachments/104-coronavirus-vorsicht.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,28/02/2020,Risk communication,Educate and actively communicate with the public,Promote the 2m distance,,,https://www.regierung.li/media/attachments/86-durchfuehrung-veranstaltungen.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,02/03/2020,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for sneezing/coughing in the elbow,,https://www.regierung.li/media/attachments/87-neue-verhaltensregeln.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,14/03/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,,Ski holiday returns should take special care,https://www.regierung.li/media/attachments/118-corona-rueckkehrer-skiferien-0314.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,13/03/2020,Risk communication,Encourage self-initiated quarantine,For special populations,vulnerable and older population,,https://www.regierung.li/media/attachments/117-corona-ausbreitung-verhindern-0313.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,21/03/2020,Risk communication,Encourage self-initiated quarantine,,,#stayathome-campaign,https://www.regierung.li/media/attachments/137-corona-info-regierung-0321.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,26/01/2020,Healthcare and public health capacity,Enhance emergency response mechanisms,Extension of notification to suspected cases,,notify within 2hours of suspicion,"https://www.vaterland.li/region/schweiz/bund-ergreift-massnahmen-gegen-coronavirus,art103,410251"
Liechtenstein,LIE,Liechtenstein,11/02/2020,Healthcare and public health capacity,Enhance emergency response mechanisms,Set up crisis units,National,"""new coronavirus 2019-nCoV"" staff",https://www.regierung.li/media/attachments/57-stab-coronavirus.pdf?t=637203155251233484
Liechtenstein,LIE,Liechtenstein,23/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Healthcare equipement,increase number of beds,Redeployment to nursing homes,https://www.regierung.li/media/attachments/140-corona-regierung-0323.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,30/03/2020,Healthcare and public health capacity,Enhance laboratory testing,Increase testing capacity (number tests),,Drive-Thru-Testanlage,https://www.regierung.li/media/attachments/145-drive-trouhg-anlage-corona.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,21/03/2020,"Case identification, contact tracing and related measures",Isolation of cases,Scale up the system,Police intervention,,https://www.regierung.li/media/attachments/137-corona-info-regierung-0321.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,03/03/2020,"Case identification, contact tracing and related measures",Isolation of cases,,,First positive test (and isolation),"https://www.vaterland.li/liechtenstein/vermischtes/erster-positiv-getesteter-corona-verdachtsfall,art171,413173"
Liechtenstein,LIE,Liechtenstein,19/03/2020,Social distancing,Mass gathering cancellation,Complete prohibition of gathering,,Public and private events,https://www.regierung.li/media/attachments/126-corona-generelles-veranstaltungsverbot-weitere-schliessungen.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,16/03/2020,Social distancing,Mass gathering cancellation,"Conferences, meetings, trade fairs, etc.",,,https://www.regierung.li/media/attachments/119-corona-massnahmen-verschaerft-0315.pdf?t=637210169341796511
Liechtenstein,LIE,Liechtenstein,16/03/2020,Social distancing,Mass gathering cancellation,Cultural events,"Theatres, cinemas, concerts, etc.",,https://www.regierung.li/media/attachments/119-corona-massnahmen-verschaerft-0315.pdf?t=637210169341796511
