id,Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source
881,Ecuador,ECU,Ecuador,Ecuador,2020-04-24,Returning to normal life,Lift restriction on mass gatherings,Re-opening of markets,Re-opening of wholesale markets,,"At another point, the Minister of Government referred to the reopening of the Ambato Wholesale Market that took place today, April 24.",https://www.comunicacion.gob.ec/el-4-de-mayo-ecuador-comienza-la-transicion-del-aislamiento-social-al-distanciamiento/
882,Ecuador,ECU,Ecuador,Ecuador,2020-04-28,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance,To enforce social distancing,,"Furthermore, outside markets or small businesses, an agglomeration of people who do not wear masks and do not keep the suggested distance (one meter) between them has been detected. In these cases, the authorities sanctioned the offenders during operations carried out by officials from the police stations (national and municipal), Political Headquarters and the Sanitary Regulation and Control Agency. ",https://www.comunicacion.gob.ec/la-atencion-a-etnias-controles-sanitarios-y-de-precios-son-las-prioridades-en-algunas-provincias/
883,Ecuador,ECU,Ecuador,Ecuador,2020-04-30,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance,Food assistance program,,"The morning of this April 30, the President of the Republic, Lenín Moreno Garcés, announced the delivery of solidarity baskets with perishable and non-perishable food to more than eight million Ecuadorians throughout the national territory. The products will be distributed through the support of tax schools, 180,000 neighborhood stores and the company Cervecería Nacional. Under the leadership of Vice President Otto Sonnenholzner and Cabinet Secretary Juan Sebastián Roldán, the rations will be delivered for two months to the homes of the most needy: people with disabilities, catastrophic illnesses and children in vulnerable situations. In this regard, the Cabinet secretary highlighted the lines of action of this initiative: the first, the delivery of school breakfast rations. the second, the distribution of the baskets through stores. the third, through the campaign Give a hand, without shaking hands , which is carried out thanks to the support of private companies and local governments. and the fourth, through georeferencing, to reach those with disabilities and the elderly. ""More than 140,000 people will receive food at the door of their home,"" he said.",https://www.comunicacion.gob.ec/el-plan-alimenticio-canasta-solidaria-beneficiara-a-mas-de-ocho-millones-de-ecuatorianos/
884,Ecuador,ECU,Ecuador,Ecuador,2020-04-30,Healthcare and public health capacity,Increase patient capacity,Increase number of medical institutions,Resume construction work related to hospital infrastucture,,"The Minister of Government, María Paula Romo, reported that the National Committee for Emergency Operations (COE) decided that all works related to hospital infrastructure restart their work as a priority, next week. The main objective: to increase the capacity of the health system. The Secretary of State explained that this decision was made in view of the fact that there are several buildings of public hospitals in the country that have an advance of 90% to 95%. For this reason, it is essential that its construction be completed",https://www.comunicacion.gob.ec/obras-de-infraestructura-hospitalaria-se-retomaran-desde-la-proxima-semana/
885,Ecuador,ECU,Ecuador,Ecuador,2020-05-04,Returning to normal life,Lift restriction on individual movements,Lift confinement,Social distancing measures in place,,"Starting Monday, May 4, Ecuador will go from social isolation to distancing, as announced by the Minister of Government, María Paula Romo. In the next few hours, the President of the Republic, Lenín Moreno, will explain the guidelines and scope of the new stage that will take place after the citizens comply with the mandatory quarantine period in the face of the health emergency by COVID-19.",https://www.comunicacion.gob.ec/el-4-de-mayo-ecuador-comienza-la-transicion-del-aislamiento-social-al-distanciamiento/
886,Ecuador,ECU,Ecuador,Ecuador,2020-05-04,Returning to normal life,Lift restriction on individual movements,Partial lift of the curfew for certain workers,Food delivery,,"Although they have been working actively since the beginning of the health emergency, the home delivery of food or prepared food, better known as 'delivery', will increase its hours from Monday, May 4 in Ecuador. From now on, the hours are extended from 07:00 to 22:00, despite the curfew hours, which are maintained throughout Ecuador (14:00 to 05:00).",https://www.eluniverso.com/noticias/2020/04/30/nota/7827672/4-mayo-servicio-domicilio-funcionara-hasta-2200
887,Ecuador,ECU,Ecuador,Ecuador,2020-05-04,Returning to normal life,Lift restriction on small gatherings,Resume private services,Taxi service extended,,"as of Monday, May 4, (…) for the taxi service (depending on the day they can circulate according to their license plate) the hours will be extended until 22:00. ",https://www.comunicacion.gob.ec/obras-de-infraestructura-hospitalaria-se-retomaran-desde-la-proxima-semana/
888,Ecuador,ECU,Ecuador,Ecuador,2020-05-04,Returning to normal life,Lift travel restriction,Resume inter-province exchanges,Reactivate sending of parcels between provinces,,"The sending of parcels between provinces will be reactivated and all the aforementioned will govern, even in the municipalities with red traffic lights.",https://www.comunicacion.gob.ec/obras-de-infraestructura-hospitalaria-se-retomaran-desde-la-proxima-semana/
889,Ecuador,ECU,Ecuador,Ecuador,2020-05-04,Returning to normal life,Educate and actively communicate with the public,Provide information on the restrictions,Decentralised traffic light system,,"At another point, Romo referred to the power that local authorities will have to define the traffic lights of their cantons. In this regard, he stressed that the powers of the Decentralized Autonomous Governments (GAD) remain the same and have to do mainly with: control of public space, regulations in markets and urban transport, cleaning and disinfection of cities. Meanwhile, the National Government has powers to manage the health emergency, the health system, public order, detentions, curfew, etc.",https://www.comunicacion.gob.ec/obras-de-infraestructura-hospitalaria-se-retomaran-desde-la-proxima-semana/
890,Ecuador,ECU,Ecuador,El Oro,2020-04-14,Resource allocation,The government provide assistance to vulnerable populations,The government provides accommodations,For homeless people,,"In El Oro, temporary shelters are being set up for people on the street. These shelters, in the coming days, will gradually receive 1,000 beds and other supplies from the National Risk and Emergency Management Service. The activity is led by the government, in coordination with the municipal decentralized autonomous governments (GAD).",https://www.comunicacion.gob.ec/las-autoridades-de-las-provincias-ejecutan-controles-rigurosos-a-casos-positivos-de-covid-19/
891,Ecuador,ECU,Ecuador,Esmeraldas,2020-04-23,Healthcare and public health capacity,Increase isolation and quarantine facilities,Isolation centers,New isolation structure for non-severe cases,,"In Esmeraldas, the local authorities decided to implement shelters in several cantons so that people infected with the virus comply with their isolation period. To achieve this goal, the mayors will provide the respective spaces.",https://www.comunicacion.gob.ec/en-diferentes-provincias-se-implementan-albergues-para-pacientes-que-deben-cumplir-con-aislamiento/
892,Ecuador,ECU,Ecuador,Galapagos Islands,2020-03-14,"Case identification, contact tracing and related measures",Quarantine,Incoming travelers,,,"Nationals or foreigners, who come from anywhere abroad, must be placed in mandatory preventive isolation for 14 days.",https://www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/
893,Ecuador,ECU,Ecuador,"General Farfán parish, in Sucumbíos, in Rumichaca, in Carchi",2020-01-29,"Case identification, contact tracing and related measures",Border health check,Health questionnaire at the border,Land border with Columbia,,"At the northern border, controls were activated in General Farfán parish, in Sucumbíos ; in Rumichaca, in Carchi , and in the port and airport of Esmeraldas . This is how Milton Puetate , Health Coordinator for Zone 1, explains . (Note: Not sure if it´s questionnaire or medical examination. maybe both)",https://www.elcomercio.com/actualidad/ecuador-frontera-norte-vigilancia-coronavirus.html
894,Ecuador,ECU,Ecuador,"General Farfán parish, in Sucumbíos, in Rumichaca, in Carchi",2020-01-29,"Case identification, contact tracing and related measures",Airport health check,Health questionnaire in the plane or at the airport,,,"At the northern border, controls were activated in General Farfán parish, in Sucumbíos ; in Rumichaca, in Carchi , and in the port and airport of Esmeraldas . This is how Milton Puetate , Health Coordinator for Zone 1, explains . (Note: Not sure if it´s questionnaire or medical examination. maybe both)",https://www.elcomercio.com/actualidad/ecuador-frontera-norte-vigilancia-coronavirus.html
895,Ecuador,ECU,Ecuador,"General Farfán parish, in Sucumbíos, in Rumichaca, in Carchi",2020-01-29,"Case identification, contact tracing and related measures",Border health check,Temperature screening at the border,Temperature screening at ports,,"At the northern border, controls were activated in General Farfán parish, in Sucumbíos ; in Rumichaca, in Carchi , and in the port and airport of Esmeraldas . This is how Milton Puetate , Health Coordinator for Zone 1, explains . (Note: Not sure if it´s questionnaire or medical examination. maybe both)",https://www.elcomercio.com/actualidad/ecuador-frontera-norte-vigilancia-coronavirus.html
896,Ecuador,ECU,Ecuador,Guayaquil,2020-03-07,"Case identification, contact tracing and related measures",Surveillance,Prevalence estimation in the general population,At public transport stations,,Team of six nurses to detect cases and give talks to users at stops,https://www.eluniverso.com/guayaquil/2020/03/07/nota/7770135/guayaquil-fumiga-adopta-mas-acciones-prevencion
