"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"1285","Social distancing","Special measures for certain establishments","City hall","customer service restricted to online customer portal, e-mail, or post"
"1286","Social distancing","Mass gathering cancellation","Closure of non-essential public places","baths, zoo"
"1287","Social distancing","Measures for special populations","More exposed professionals (not healthcare)","bus/tram drivers"
"1290","Social distancing","Mass gathering cancellation","Closure of non-essential public places","children playgrounds"
"1291","Risk communication","Educate and actively communicate with the public","Information campaign","Public transport, billboards at stations, posters"
"1292","Social distancing","Special measures for certain establishments","Public utility companies","customer service restricted to online and telephone calls"
"1293","Risk communication","Educate and actively communicate with the public","Communication targets protection of special populations","Protection of the elderly: social media, telephone calls, posters, voice message on the phone from the mayor "
"1294","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","rent discount to small and medium-sized enterprises (SME) who are the tenants of the Municipality of Budapest"
"1297","Healthcare and public health capacity","Reduce the burden on health system","Promote self-initiated isolation of people with mild respiratory symptoms","Call doctor"
"1300","Risk communication","Educate and actively communicate with the public","Promote the 2m distance","especially toward elderly and vulnerable"
"1302","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","elderly"
"1303","Risk communication","Educate and actively communicate with the public","Use of public transport","Discourage use of public transport, price of city bike rental decreased"
"1305","Risk communication","Educate and actively communicate with the public","Recommendation for cashless operations","Recommendation to purchase a public transport ticket via smartphone app"
"1306","Risk communication","Educate and actively communicate with the public","Encourage donation for covid19 crisis","Blood donations"
"1307","Risk communication","Educate and actively communicate with the public","Answer to questions","Official webpage with COVID-19 information"
"1308","Risk communication","Educate and actively communicate with the public","Promote the 2m distance","when standing in line or shopping"
"1309","Resource allocation","Crisis management plans","",""
"1310","Social distancing","Measures for special populations","More exposed professionals (not healthcare)","Provide PPE"
